~에 주신다면 감사하겠습니다 / ~에 대해 감사하겠습니다	I would be grateful if you could 동사원형 / I would be grateful for ~	I would be grateful if you could extend the library hours during exam week.
~해주시면 감사하겠습니다	I would appreciate it / It would be appreciated if you could 동사원형	I would appreciate it if you could take a more active role in solving the noise problem.
~에 관해 도움을 주셨으면 합니다	I was hoping you could help me with ~ / I would love your help with ~	I was hoping you could help me with this report.
~에 대해 안내해 주시면 대단히 감사하겠습니다	I would greatly appreciate your guidance/instructions on ~	I would greatly appreciate your guidance on which course I should take next semester.
~을 설명해 주실 수 있나요?	Would you mind clarifying ~?	Would you mind clarifying the required steps to register for the exchange program?
~에 관하여 연락드립니다	I am contacting you regarding ~	I am contacting you regarding the invoice I received last week.
저는 ~에 대한 저의 관심을 표현하기 위해 이메일을 쓰고 있습니다	I am writing to express my interest in ~	I am writing to express my interest in the summer internship program your company is offering.
저는 ~을 요청드리기 위해 이메일을 쓰고 있습니다	I am writing to ask for / request ~	I am writing to ask for information regarding my recent order.
~에 대해 문의드리고 싶습니다	I would like to inquire/ask about ~	I would like to inquire about membership fees at your gym.
~인지 [~하는 게 맞는지] 확인해 주실 수 있나요?	Could you please confirm whether 주어 + 동사?	Could you please confirm whether the library will be open during the holidays?
~을 알려 주실 수 있나요?	Could you please let me know ~?	Could you please let me know when my package will arrive?
~에 대해 조언해 주시겠어요 [알려 주시겠어요]?	Could you please advise ~?	Could you please advise me on which document I should submit?
저는 ~하기 때문에 ~에 매우 관심이 있습니다	I am very interested in ~ because 주어 + 동사	I am very interested in studying abroad because it allows me to experience different cultures.
~의 진행 상황[현황]을 알려 주시기 바랍니다	Please provide me with the current status of ~	Please provide me with the current status of my scholarship application.
~이라고 통보받았습니다	I was notified that 주어 + 동사	I was notified that my flight has been canceled due to severe weather conditions.
저는 ~에 대한 몇 가지 우려를 전하기 위해 이메일을 쓰고 있습니다	I am writing to express some concerns about ~	I am writing to express some concerns about the safety of our neighborhood.
~에 대한 긴급한 관심[주의]을 정중히 요청드립니다	I kindly request your urgent attention to ~	I kindly request your urgent attention to a system error on the course registration page.
저는 ~에서 여러 차례 불편한 경험을 한 후 이메일을 쓰고 있습니다	I am writing to you after having had several negative experiences at ~	I am writing to you after having had several negative experiences at your store.
저는 ~을 신고하기 [알리기] 위해 이메일을 쓰고 있습니다	I am writing to report ~	I am writing to report an unauthorized charge on my credit card.
저는 ~하는 중에 제가 겪었던 문제와 관련하여 이메일을 쓰고 있습니다	I am writing regarding an issue I encountered while ~	I am writing regarding an issue I encountered while installing the app.
저는 ~으로 인해 ~할 수 없었습니다	I was unable to 동사원형 due to ~	I was unable to attend the meeting due to a sudden illness.
~한 몇 가지 문제들을 겪었습니다	I ran into a couple of issues that 과거 동사	Unfortunately, I ran into a couple of issues that delayed the project completion.
~는 ~을 겪고 있습니다	주어 has been experiencing ~	I have been experiencing difficulties accessing the website.
안타깝게도, ~하는 중에 A를 겪었습니다	Unfortunately, I encountered A while ~	Unfortunately, I encountered a problem while printing my essay.
저는 ~하다는 것을 알게 되었습니다 [알아차렸습니다]	I've noticed/realized that 주어 + 동사	I've noticed that some students have questions about the upcoming exam.
~가 ~으로 인해 [~에 대해] 불만스러워하고 있습니다	주어 is becoming frustrated by/with ~	The team is becoming frustrated by the unclear instructions.
~는 A뿐 뿐만 아니라 B도 한다	주어 not only A but also B	The problem not only increases costs but also decreases productivity.
A는 B가 ~하기 어렵게 만든다	A makes it difficult for B to 동사원형	The poor Internet connection makes it difficult for me to work from home.
~가 A가 ~하게 만들었습니다	주어 has caused A to 동사원형	The power outage has caused food to spoil in the fridge.
~는 ~하기 때문에 우려됩니다	주어 is troubling because 주어 + 동사	The lack of participation is troubling because it affects the whole team's performance.
~는 A에 큰 영향을 미칩니다	주어 significantly impacts A	Attendance significantly impacts the final grade.
~는 ~하는 데 도움이 될 수 있습니다 / ~는 ~하는 데 도움이 될 것입니다	주어 might help ~ / 주어 would help ~	A reminder app might help you stay on schedule.
가능한 한 가지 해결책은 ~하는 것입니다	One possible solution is to 동사원형	One possible solution is to hire additional staff during peak hours.
추가 문제를 방지하기 위해, ~할 것을 제안합니다	To prevent further issues/incidents, I suggest that 주어 + 동사	To prevent further issues, I suggest that we set rules for study room use.
이 문제를 해결하기 위해, ~하는 것을 제안합니다	To address this issue, I suggest ~	To address this issue, I suggest organizing your schedule in advance.
저는 당신을 ~에 초대하기 위해 이메일을 쓰고 있습니다	I am writing to invite you to ~	I am writing to invite you to our school's annual music festival.
당신을 ~에 초대하고 싶습니다 [~에 당신과 함께하길 바랍니다]	I would like to invite you to ~	I would like to invite you to dinner at my place tomorrow.
당신이 ~에 저와 같이 가주시면 좋겠습니다	I'd love for you to join me at ~	I'd love for you to join me at the community festival.
당신이 함께하기를 정말 바랍니다	I really hope you can join us	I'm arranging a volunteer event next Saturday, and I really hope you can join us.
~하려는 [~을 위한] 제 계획을 알려 드리게 되어 (매우) 기쁩니다	I'm excited to tell you about my plan to 동사원형 / for ~	I'm excited to tell you about my plan to start a small business.
~을 준비하고 있는데 당신이 참석해 주시면 정말 기쁠 것 같습니다	I'm organizing ~ and would be thrilled if you could attend	I'm organizing a birthday party for Amy and would be thrilled if you could attend.
방금 ~에 대한 소식을 들었는데 당신이 관심이 있을 것 같다고 생각했습니다	I was just notified about ~ and thought you would be interested	I was just notified about a photography contest and thought you would be interested.
~는 ~하는 것을 목표로 합니다	주어 aims to 동사원형	Our festival aims to showcase local artists and their unique creations.
~는 ~을 포함한 다양한 활동들을 조직합니다	주어 organizes a range of activities, including ~	We organize a range of activities, including cooking classes, book clubs, and hiking trips.
~는 단지 ~만이 아니라 ~이 될 것입니다	주어 wouldn't just be about ~	The workshop wouldn't just be about learning new skills.
저는 ~할 계획입니다	I'm planning to 동사원형 / I plan to 동사원형	I'm planning to prepare a study guide to help other students review for exams.
~에 시간 되시나요?	Would you be free ~?	Would you be free tomorrow afternoon to meet for our project?
~을 위해 A에서 만나는 건 어때요?	How about we meet at A for ~?	How about we meet at the trail entrance for a walk?
~는 ~에 개최될 예정입니다	주어 will be held on ~ / 주어 takes place ~	The neighborhood yard sale will be held on Saturday in the community park.
제가 ~할 수 있는지 ~까지 알려 주세요	Let me know by ~ so I can 동사원형	Let me know by Friday so I can book the tickets.
~는 우리가 ~할 수 있는 좋은 기회가 될 것입니다	주어 would be a wonderful chance for us to 동사원형	It would be a wonderful chance for us to strengthen our partnership.
~하기 때문에 당신이 ~을 즐길 수 있을 거라고 생각해요	I think you'll enjoy ~ because 주어 + 동사	I think you'll enjoy this movie because it features your favorite actor.
~하는 것이 정말 기대됩니다	Can't wait to 동사원형	Can't wait to see you tomorrow!
~에 대해 감사를 표하고 싶었습니다	I wanted to express my appreciation for ~	I wanted to express my appreciation for your hospitality last weekend.
~에 정말 감사합니다	Thank you very much for ~	Thank you very much for helping me with the assignment.
(~에 대해) 감사의 마음을 전하고 싶었습니다 [표하고 싶었습니다]	I wanted to share/express my gratitude (for ~)	I wanted to share my gratitude for your generosity.
~에 진심으로 감사드립니다	I truly appreciate ~	I truly appreciate your advice on this matter.
~에 대해 다시 한번 감사드립니다	Thanks again for ~	Thanks again for the excellent service at your restaurant.
시간을 내어 ~해 주셔서 감사합니다	Thank you for taking the time to 동사원형	Thank you for taking the time to explain the project details.
~에 대해 아무리 감사드려도 부족합니다	I can't thank you enough for ~	I can't thank you enough for your help during my move.
~에 대해 얼마나 감사했는지 알려 드리고 싶었습니다	I wanted to let you know how much I appreciated ~	I wanted to let you know how much I appreciated your support during my recovery from a surgery.
~는 저에게 정말 큰 의미가 있었고, 감사드리고 싶었습니다	주어 has meant a lot to me, and I wanted to thank you	Your mentorship over the past year has meant a lot to me, and I wanted to thank you.
~에 대해 정말 미안하고, 당신에게 만회하고 싶습니다	I'm so sorry about ~, and I would like to make it up to you	I'm so sorry about cancelling our plans, and I would like to make it up to you.
~에 대해 진심으로 사과드립니다	I sincerely apologize for ~	I sincerely apologize for being late to the meeting.
실수로 ~했고, ~하다는 것이 정말 미안합니다  I accidentally 과거 동사, and I feel absolutely terrible that 주어 + 동사	I accidentally broke your mug, and I feel absolutely terrible that you can't use it anymore.
마지막 순간에 이렇게 해서 정말 죄송하지만, ~해야 합니다	I am so sorry to do this at the last minute, but I have to 동사원형	I am so sorry to do this at the last minute, but I have to cancel our lunch plans today.
~하는 것을 정말 기대했지만, ~합니다	I was really looking forward to ~, but 주어 + 동사	I was really looking forward to watching a movie with you tonight, but I got a fever suddenly.
정말 죄송하지만, ~에 관한 몇 가지 안 좋은 소식이 있습니다	I'm so sorry, but I have some bad news about ~	I'm so sorry, but I have some bad news about our travel plans.
~하게 되어 정말 죄송하지만, ~합니다	I feel really awful having to 동사원형, but 주어 + 동사	I feel really awful having to cancel dinner, but something urgent came up at work.
~을 알려 드려게 되어 유감입니다	I regret to inform you that 주어 + 동사	I regret to inform you that the restaurant is fully booked.
~으로 인해 발생한 어떤 불편함에 대해서도 사과드립니다	I apologize for any inconvenience caused by ~	I apologize for any inconvenience caused by my absence.
유감스럽게도 저는 ~할 수 없을 것 같습니다	I'm afraid I won't be able to 동사원형	I'm afraid I won't be able to join the meeting tomorrow.
~할 수 있으면 좋겠지만, 안타깝게도, ~합니다	I wish I could 동사원형, but unfortunately, 주어 + 동사	I wish I could take the course, but unfortunately, it conflicts with my schedule.
안타깝게도, ~으로 인해 현재로서는 A를 거절해야 할 것 같습니다	Unfortunately, I have to decline A at this time due to ~	Unfortunately, I have to decline the invitation at this time due to prior commitments.
~하는 것은 부담스럽지만, 대신 ~이라면 기꺼이 하겠습니다	I'm not comfortable with ~, though I'd be happy to 동사원형	I'm not comfortable with keeping your pet for a week, though I'd be happy to look after it for a day or two.
~으로 일정을 바꿀 수 있을까요?	Could we reschedule for ~?	Could we reschedule for after the midterm exams?
만약 그것이 당신에게 괜찮다면 ~할 수도 있을 것 같아요	Perhaps we could 동사원형 if that works for you	Perhaps we could meet after class if that works for you.
저에게 가장 힘든 부분은 ~이었습니다	The hardest part for me was ~	The hardest part for me was memorizing all the vocabulary.
A의 가장 좋은 점 중 하나는 ~입니다	One of the best things about A is ~	One of the best things about traveling is experiencing new cultures.
제가 가장 좋아했던 것은 ~이었습니다	What I liked most was ~ / The best part for me was ~	What I liked most was the dessert at the restaurant.
저에게 가장 인상 깊었던 것은 ~이었습니다	What impressed me most was ~	What impressed me most was the beauty of the landscape.
~는 잊을 수 없었습니다	주어 was unforgettable	The trip to Paris was unforgettable.
저는 특히 ~이 마음에 들었습니다	I especially liked ~	I especially liked how cozy the café was.
저는 ~을 정말 [특히] 즐겼습니다	I've really/especially enjoyed ~	I've really enjoyed taking your psychology class this semester.
~는 ~하는 훌륭한 방법이었습니다	주어 has been a great way to 동사원형	It has been a great way to spend my free time.
A는 B에게는 조금 과하게 ~하다고 느껴졌어요	I found A a bit too 형용사 for B	I found the soup a bit too salty for my taste.
~을 듣게 되어 (매우) 기쁩니다	I'm (so) excited to hear that 주어 + 동사	I'm excited to hear that you'll be visiting my city this summer.
~하려고 (시도)했지만, ~했습니다	I tried/attempted to 동사원형, but 주어 + 동사	I tried to join the debate club, but the registration had already closed.
~을 해보는 것을 추천합니다	I recommend trying ~	I recommend trying some relaxing activities like yoga or meditation.
~을 고려해 보세요	You might want to consider ~	You might want to consider meeting with the academic advisor.
최근에 ~을 발견했는데[~을 알게 되었는데], 당신과 공유하고 싶었습니다	I recently discovered/came across ~, and I wanted to share it with you	I recently discovered a website that offers free online courses, and I wanted to share it with you.
~에 대해 몇 가지 제안을 하고 싶습니다	I would like to make some suggestions for ~	I would like to make some suggestions for your travel itinerary.
~할 때 ~하는 것을 제안합니다	I suggest ~ when 주어 + 동사	I suggest reviewing your notes when the class ends.
~을 기꺼이 추천해 드리고 싶습니다	I'd love to recommend ~ / I'd be happy to recommend ~	I'd love to recommend a nice hiking trail outside the city.
~하기에 완벽한 환경이라고 생각합니다	I believe it would be the perfect environment to 동사원형	I believe it would be the perfect environment to meet people who share similar interests.
~하니, A가 이상적입니다	Since 주어 + 동사, A is ideal	Since you're interested in volunteering, this program is ideal.
저는 A가 ~에 좋은 [딱 맞는] 선택이라고 생각합니다	I think A would be a great choice / a perfect fit for ~	I think the evening flight would be a great choice for us.
A가 당신의 취향에 딱 맞을 거라고 확신합니다	I'm sure A totally suits your taste	Since you love cultural activities, I'm sure this festival totally suits your taste.
~하기 가장 좋은 시간[시기]는 ~입니다	The best time to 동사원형 is ~	The best time to go jogging is early in the morning when the air is fresh.
시작하는 가장 좋은 방법은 ~하는 것입니다	The best way to start is by ~	The best way to start is by practicing for 10 minutes a day.
~을 꼭 경험해봐/꼭 해보세요	Make/Be sure to check out ~	Make sure to check out the new cafe downtown.
~에 대해 알려 드리고자 합니다	I wanted to follow up on ~	I wanted to follow up on the status of the project.
~에 대해 몇 가지 피드백을 드리고 싶었습니다 [공유하고 싶었습니다]	I wanted to offer/share some feedback on ~	I wanted to offer some feedback on your presentation.
저는 ~에 대한 피드백을 드리기 위해 이메일을 쓰고 있습니다	I'm writing to provide feedback on ~	I'm writing to provide feedback on your report draft.
~는 ~을 훨씬 더 좋아지게 만들 수 있습니다	주어 could make ~ even stronger	A few adjustments could make the design even stronger.
한 가지 강화해야 할 부분은 ~입니다	One area to strengthen is ~	One area to strengthen is your use of supporting examples.
한 가지 개선해 보면 좋을 부분은 ~입니다	One thing you might consider improving is ~	One thing you might consider improving is the lighting in the dining area.
A가 ~한 이유는 ~하기 때문입니다	What makes A so 형용사 is that 주어 + 동사	What makes this tool so helpful is that it saves time.
~하는 것이 유익할 [도움이 될] 수도 있습니다	It might be beneficial/helpful to 동사원형	It might be beneficial to get feedback from others.
저는 ~하는 게 더 나을 것 같다고 생각합니다	I think it would be better to 동사원형	I think it would be better to keep it simple.
앞으로는[다음번에는], ~해 보세요	In the future / Next time, you can try to 동사원형	In the future, you can try to study in shorter sessions for better focus.
약간의 ~만 있다면, ~할 것이라고 확신합니다	With a bit of ~, I'm confident that 주어 + 동사	With a bit of effort, I'm confident that you can ace this subject.
내 생각에는, ~이다	In my opinion, 주어 + 동사	In my opinion, international aid should be provided to support development in impoverished regions.
~는 아닌가 굳게 믿는다	I firmly believe that 주어 + 동사	I firmly believe that the use of humor in advertising can be a powerful way to capture attention.
나는 ~보다는 ~을 선호한다	I prefer to 동사원형 rather than ~	I prefer to read the news on my smartphone rather than watch it on television.
~은 명백하다	It is evident that 주어 + 동사	It is evident that the introduction of the Internet ushered humanity into a new age of technology.
나는 ~이라는 A의 견해에 동의한다	I agree with A's perspective that 주어 + 동사	I agree with Jimmy's perspective that access to a quality education is a key factor in reducing poverty.
나는 ~(이라는 생각)을 강력히 지지한다	I strongly support the idea of ~	I strongly support the idea of government-funded public transportation systems.
A와 B 중 하나를 선택해야 한다면, 나는 ~을 선택하겠다	Given the choice between A and B, I would choose ~	Given the choice between increasing taxes and cutting government spending, I would choose spending cuts.
이 문제에 대한 나의 견해는 ~이다	My view on this issue is that 주어 + 동사	My view on this issue is that people pay too much attention to the lives of celebrities.
나는 ~에 반대한다	I object to ~ / I object that 주어 + 동사	I object to using single-use plastic straws because they are major contributors to plastic pollution.
나는 ~인지 의심스럽다(의문이다)	I question whether 주어 + 동사	I question whether income is the most important aspect of a job.
나는 왜 A와 B가 ~이라고 생각하는지 이해한다	I see why A and B think that 주어 + 동사	I see why John and Sarah think that television and airplanes are some of the most important inventions in history.
나는 왜 A가 ~이라고 생각하는지 이해한다	I understand why A thinks that 주어 + 동사	I understand why Jack thinks that meat consumption is a personal choice.
나는 ~이 ~이라고 생각하지 않는다	I do not think it is 형용사 + to 동사원형 / I do not think that 주어 + 동사	I do not think it is wise to hire an inexperienced worker to reduce expenses.
나는 ~에 반대한다	I am against ~	I am against the use of facial recognition technology by governments due to privacy issues and the potential for abuse.
그와 비슷하게, ~이다	Similarly, 주어 + 동사	Similarly, advertising reveals a lot about a country's culture, values, and morals.
~과 비교할 때, ~이다	Compared to ~, 주어 + 동사	Compared to nonfiction, fiction can be a welcome distraction from real life.
A는 B와 비슷하다	A is similar to B	Complaining in writing is similar to doing it in person because a customer is voicing his or her opinion in each case.
나는 A가 ~이라고 말할 때 그/그녀의 의견에 동의하지 않는다	I disagree with A when he/she says that 주어 + 동사	I disagree with Grace when she says that universal basic income is not necessary.
~은 장점과 단점을 모두 지니다	주어 has (its town) advantages and disadvantages	Attending a small-town university has its advantages and disadvantages.
~이 그 어느 때보다 더 긴요하다	주어 is more imperative than ever before	Fostering a sense of community is more imperative than ever before.
대조적으로, ~이다	In contrast, 주어 + 동사	In contrast, children of parents who forbid them to eat fast food end up trying it but not eating it on a regular basis.
나는 ~이라는 A의 견해에 반대한다	I'm opposed to A's view that 주어 + 동사	I'm opposed to Steven's view that environmental regulations hinder economic growth.
반면에, ~이다	On the contrary, 주어 + 동사	On the contrary, providing free mental health services can improve overall well-being.
반면에, ~이다	On the other hand, 주어 + 동사	On the other hand, homeschooling a child can be very productive because the child receives the full attention of the parent.
하지만, ~라는 다르게, ~이다	However, unlike ~, 주어 + 동사	However, unlike lecture-style classes, discussion groups give students a chance to voice their opinions.
그럼에도 불구하고, ~이다	Nevertheless / Even so, 주어 + 동사	Nevertheless, print advertisements can be more effective for reaching local audiences.
~에도 불구하고, ~이다	In spite of ~, 주어 + 동사	In spite of the pollution that is emitted by cars, I still believe they are one of the greatest inventions.
~에는 의심의 여지가 없다	There is no question that 주어 + 동사	There is no question that working at a start-up company requires a willingness to take risks.
~인 것은 사실이지만, ~이다	It's true that 주어 + 동사, but 주어 + 동사	It's true that large cities offer more job opportunities, but the cost of living is also significantly higher.
그 결과로, ~이다	As a result, 주어 + 동사	As a result, pets are considered as important as family members.
~의 결과로, ~이다	As a result of ~, 주어 + 동사	As a result of mass media, people's attention spans tend to be shorter these days.
~ 때문에, ~이다	Due to ~, 주어 + 동사	Due to their constantly ringing cell phones, it is difficult for people to have peaceful weekends.
결과적으로 / As a consequence, 주어 + 동사	Consequently / As a consequence, 주어 + 동사	Consequently, parents might find that watching TV with their children can be a bonding experience.
이러한 이유 때문에, ~이다	For this reason, 주어 + 동사	For this reason, I am against excessive advertising in schools.
그것이 ~하는 이유이다	That is why 주어 + 동사	That is why I feel that foreign students should not get preferential treatment compared to other students.
~하는 좋은 방법은 동사원형하는 것이다	A good way to 동사원형 is to 동사원형	A good way to gather information for a project is to do research on the Internet.
이러한 이유들 때문에, 나는 ~이라고 생각한다	For all these reasons, I think that 주어 + 동사	For all these reasons, I think that indirect advertisements are more effective than direct ones.
여러 가지 이유로 ~은 분명해 보인다	It seems clear that 주어 + 동사 for several reasons	It seems clear that a sense of discipline is useful for several reasons.
~하든 하지 않든, ~	Whether or not 주어 + 동사, ~	Whether or not people agree, technology has become an essential part of modern education.
이는 주로 ~이기 때문이다	This is mainly because 주어 + 동사	This is mainly because industrialization is leading to the destruction of natural habitats.
주된 이유는 ~이라는 것이다	The main/primary reason is that 주어 + 동사	The main reason is that email marketing is a cost-effective way to reach a large audience.
만일 ~이라면, ~할 것이다	주어 would 동사원형, provided that 주어 + 과거 동사	People would consider taking a job with less pay, provided that it was in a field that they were passionate about.
나는 ~이라는 조건이라면 동사원형 on the condition that 주어 + 과거 동사	I would 동사원형 on the condition that 주어 + 과거 동사	I would work for a large company on the condition that I still had a chance to express myself once in a while.
만일 나에게 ~을 하라고 한다면, 나는 ~할 것이다	If I were asked to 동사원형, I would 동사원형	If I were asked to think of ways to reduce corruption in politics, I would focus on the value of transparency and accountability.
만일 그것이 나에게 달려 있다면 [나라면], 나는 ~할 것이다	If it were up to me, I would 동사원형	If it were up to me, I would create more dedicated bicycle lanes within urban areas.
만일 ~이 없었다면, ~할 것이다	If it were not for 명사, 주어 would 동사원형	If it were not for risk-taking, breakthroughs would not be possible.
만일 ~이 없었다면, ~할 것이다	Without ~, 주어 would 동사원형	Without grades, students would not be able to determine how well they are doing in particular subjects.
만일 ~이 ~하지 않았다면 ~할 것 같다	주어 is/are likely to 동사원형 unless 주어 + 동사	A candidate's campaign is not likely to be successful unless he or she receives lots of donations.
일단 ~하면, ~이다	Once ~, 주어 + 동사	Once a machine is purchased and installed, it can be operated with only minimal maintenance costs.
~이라고 가정해 보자	Suppose 주어 + 과거 동사	Suppose the printing press was never invented. What would have happened in Europe?
~이라고 가정해 보자	Let's assume that 주어 + 동사	Let's assume that not all workers with part-time jobs work more than 20 hours a week.
~한다고 가정하면, ~이다	Assuming that 주어 + 동사, ~	Assuming that people use social media responsibly, it can be a powerful tool for education and awareness.
~을 고려하면, ~이다	Given ~, 주어 + 동사	Given the extremely high rate of unemployment, something must be done to create more jobs.
아마도, ~일 것이다	Presumably, 주어 + 동사	Presumably, children get many advantages from taking mandatory physical education classes in elementary school.
십중팔구, 주어 would/will 동사원형	In all likelihood, 주어 would/will 동사원형	In all likelihood, cities would benefit from increased spending on public transportation.
~과 무관하게, ~이다	Regardless of ~, 주어 + 동사	Regardless of the amount of natural talent one has, if one does not work hard, one will not achieve success.
예를 들어, ~이다	For instance/example, 주어 + 동사	For instance, movies often include harmful stereotypes of people from different countries.
특히, ~이다	In particular, 주어 + 동사	In particular, not respecting the customs of other groups is a common problem in some cultures.
구체적으로, ~이다	To be specific, 주어 + 동사	To be specific, online bullying has become a major problem among the younger generations.
A의 예를 보라	Take the example of A	Take the example of Bill Gates, who donated a substantial amount of his wealth to benefit society.
나의 경험에 따르면, ~이다	From my experience, 주어 + 동사	From my experience, students tend to remember more if they go over the notes later.
우선, ~이다	To begin with, 주어 + 동사	To begin with, face-to-face communication allows people to convey information through body language.
게다가, ~이다	On top of that, 주어 + 동사	On top of that, some people get stressed out easily and need time to relax.
또 다른 예로, ~이다	In another case, 주어 + 동사	In another case, a business failed to respond to customer complaints.
이에를 들자면, ~이다	To give you an idea, 주어 + 동사	To give you an idea, here is an example from a recent study.
~에서 보여 바와 같이, ~이다	주어 + 동사, as can be seen in ~	People are paying more attention to health, as can be seen in the popularity of fitness apps.
그뿐 아니라, ~이다	Not only that, but 주어 + 동사	Not only that, but a child's ability to learn languages also starts to diminish around that time.
연구 결과는 ~을 보여주었다	Studies have shown that 주어 + 동사	Studies have shown that even subtle changes in advertising can induce customers to buy a particular product.
이 사례가 보여주듯, ~이다	As this case reveals, 주어 + 동사	As this case reveals, the news media often magnify stories.
~에 따르면, ~이다	According to ~, 주어 + 동사	According to research by the Centers for Disease Control, policies and initiatives to encourage physical activity are needed to combat obesity.
많은 전문가들은 ~라고 믿는다	Many experts believe that 주어 + 동사	Many experts believe that early exposure to a second language helps children develop stronger cognitive skills.
옛 속담이 말해 주듯, ~이다	As the old saying goes, 주어 + 동사	As the old saying goes, a strong economy is the foundation of a strong nation.
다시 말해서, ~이다	In other words, 주어 + 동사	In other words, advancements in technology have transformed many industries.
게다가, ~이다	Moreover / Additionally / In addition, 주어 + 동사	Moreover, an increasing number of people perceive the prices of movie tickets as expensive because streaming services are so affordable.
간단히 말해서, ~이다	In short, 주어 + 동사	In short, I believe that parents should be selective about how much time their children can spend watching TV.
앞서 언급했듯 바와 같이, ~이다	As I have mentioned, 주어 + 동사	As I have mentioned, managing stress is important for both physical and mental health.
결론적으로, ~이다	In conclusion, 주어 + 동사	In conclusion, the best coworkers are the ones who are honest, loyal, and cooperative.
전반적으로, ~이다	Overall, 주어 + 동사	Overall, cultural integration can lead to the creation of new hybrid cultures.
요약하자면, ~이다	To sum up, 주어 + 동사	To sum up, there should be strict age restrictions on using social media.
이러한 점에서, ~이다	In this regard, 주어 + 동사	In this regard, I think that we should never judge others based on their physical appearance.
모든 것을 고려해 보면, ~이다	All things considered, 주어 + 동사	All things considered, the government should take stronger measures to tackle the issue of widespread poverty.
대체적으로, ~이다	For the most part, 주어 + 동사	For the most part, university funds should go toward library systems that benefit all students.
대체로, ~이다	On the whole, 주어 + 동사	On the whole, TV, video games, and the Internet have had a negative effect on society.
마지막으로 중요한 것은, ~이다	Last but not least, 주어 + 동사	Last but not least, war never decides who is right, but who is left.
이 방식으로, ~이다	In this way, 주어 + 동사	In this way, teachers feel a greater motivation to help their students learn more effectively.
일반적으로 말해서, ~이다	Generally speaking, 주어 + 동사	Generally speaking, I believe automobiles are harmful to the environment.
우리가 알고 있는 것처럼 [알다시피], ~이다	As we have seen, 주어 + 동사	As we have seen, society has benefited greatly from certain significant inventions.
이와 같이, ~이다	As such, 주어 + 동사	As such, shareholders have the authority to make major decisions for the company.
따라서, ~이다	Therefore, 주어 + 동사	Therefore, all colleges should ensure that students receive proper attention from the teaching staff.
즉, ~이다	That is, 주어 + 동사	That is, major corporations own media companies and are interested in portraying reality in a way that is favorable to their own interests.
